Date,Close/Last,Open,High,Low
11/26/2021,9402.53,9511.59,9572.61,9371.95
11/24/2021,9595.70,9420.25,9598.65,9360.17
11/23/2021,9539.67,9552.34,9631.24,9394.58
11/22/2021,9627.24,9866.63,9926.23,9621.79
11/19/2021,9846.56,9888.60,9926.87,9836.71
11/18/2021,9840.05,9876.62,9886.06,9768.13
11/17/2021,9801.55,9860.18,9860.18,9778.84
11/16/2021,9855.42,9698.48,9866.36,9686.78
11/15/2021,9712.20,9787.83,9792.02,9648.82
11/12/2021,9786.50,9696.99,9798.29,9683.78
11/11/2021,9651.02,9644.83,9681.88,9621.32
11/10/2021,9545.32,9686.84,9766.68,9515.13
11/09/2021,9803.21,9823.24,9848.32,9713.80
11/08/2021,9772.17,9722.33,9807.71,9695.54
11/05/2021,9679.81,9706.63,9759.71,9624.98
11/04/2021,9672.77,9513.61,9685.01,9503.06
11/03/2021,9454.48,9396.48,9460.49,9331.70
11/02/2021,9383.30,9322.37,9386.13,9319.31
11/01/2021,9316.98,9271.09,9318.76,9253.63
10/29/2021,9276.33,9177.10,9290.44,9177.06
10/28/2021,9202.14,9174.81,9217.77,9148.99
10/27/2021,9104.31,9166.07,9229.63,9103.84
10/26/2021,9192.87,9288.83,9307.25,9179.26
10/25/2021,9220.59,9190.72,9259.35,9168.18
10/22/2021,9177.47,9213.25,9277.89,9142.96
10/21/2021,9229.08,9075.20,9234.29,9073.95
10/20/2021,9109.33,9139.35,9154.11,9078.77
10/19/2021,9118.54,9043.08,9120.38,9009.26
10/18/2021,9020.87,8871.30,9024.55,8857.76
10/15/2021,8910.62,8905.83,8919.36,8868.24
10/14/2021,8876.33,8807.68,8887.49,8794.54
10/13/2021,8681.94,8637.46,8706.53,8621.53
10/12/2021,8555.16,8616.02,8632.68,8535.04
10/11/2021,8574.08,8587.31,8695.59,8567.44
10/08/2021,8626.60,8730.78,8733.63,8616.10
10/07/2021,8691.96,8687.38,8785.58,8682.36
10/06/2021,8591.08,8434.69,8597.01,8424.00
10/05/2021,8535.95,8464.51,8583.41,8445.78
10/04/2021,8413.37,8584.73,8585.49,8360.53
10/01/2021,8652.14,8647.62,8680.71,8517.01
09/30/2021,8606.64,8660.72,8719.55,8604.56
09/29/2021,8600.46,8729.93,8753.36,8590.01
09/28/2021,8697.60,8873.07,8919.30,8696.24
09/27/2021,9032.04,9024.41,9059.06,8950.11
09/24/2021,9115.73,9051.00,9124.70,9029.90
09/23/2021,9107.76,9054.69,9132.55,9021.92
09/22/2021,9011.24,8924.08,9034.94,8896.39
09/21/2021,8898.14,8942.08,8954.04,8846.78
09/20/2021,8885.12,8913.93,8970.27,8766.67
09/17/2021,9090.14,9188.19,9191.51,9053.94
09/16/2021,9213.78,9131.07,9230.85,9103.66
09/15/2021,9177.52,9111.67,9178.50,9063.55
09/14/2021,9101.39,9142.26,9169.19,9078.87
09/13/2021,9106.37,9167.12,9171.66,9031.63
09/10/2021,9119.42,9193.01,9242.88,9115.75
09/09/2021,9124.30,9112.29,9163.04,9111.21
09/08/2021,9111.59,9166.71,9169.69,9059.07
09/07/2021,9181.52,9233.07,9236.05,9141.45
09/03/2021,9209.93,9139.33,9242.32,9136.20
09/02/2021,9157.98,9165.16,9174.88,9111.96
09/01/2021,9131.82,9164.67,9193.56,9126.42
08/31/2021,9139.07,9185.77,9186.42,9105.49
08/30/2021,9228.96,9224.33,9266.19,9197.75
08/27/2021,9181.58,9056.07,9193.87,9055.82
08/26/2021,9026.65,9041.85,9079.89,8993.29
08/25/2021,9063.60,9063.42,9093.34,9027.69
08/24/2021,9025.84,9008.22,9034.27,9001.39
08/23/2021,8970.53,8853.63,8982.36,8853.63
08/20/2021,8789.64,8739.31,8799.88,8726.08
08/19/2021,8716.82,8597.83,8747.13,8585.34
08/18/2021,8642.46,8697.46,8751.56,8636.68
08/17/2021,8720.57,8754.07,8764.95,8661.60
08/16/2021,8829.44,8851.83,8867.65,8753.61
08/13/2021,8877.38,8842.98,8896.26,8826.49
08/12/2021,8849.59,8818.04,8869.74,8781.49
08/11/2021,8870.90,8901.07,8919.66,8792.70
08/10/2021,8861.85,8992.23,9004.25,8845.80
08/09/2021,8965.95,9008.09,9013.53,8942.53
08/06/2021,8990.16,8987.55,9026.83,8962.13
08/05/2021,9040.84,9011.69,9043.86,8978.05
08/04/2021,9021.82,8955.75,9047.17,8929.96
08/03/2021,8942.27,8917.52,8956.23,8832.45
08/02/2021,8898.58,8886.17,8977.15,8864.51
07/30/2021,8886.17,8785.34,8917.47,8785.34
07/29/2021,8816.69,8729.52,8838.46,8726.37
07/28/2021,8710.08,8647.11,8735.66,8600.08
07/27/2021,8593.51,8700.33,8706.29,8446.30
07/26/2021,8726.62,8720.18,8737.24,8692.40
07/23/2021,8749.52,8691.44,8760.10,8638.54
07/22/2021,8663.96,8619.58,8665.20,8609.76
07/21/2021,8638.09,8491.92,8638.48,8481.00
07/20/2021,8480.42,8375.95,8535.23,8319.93
07/19/2021,8348.04,8286.49,8365.89,8254.98
07/16/2021,8395.54,8529.50,8550.19,8388.35
07/15/2021,8497.00,8577.00,8586.38,8437.02
07/14/2021,8590.57,8699.90,8730.83,8579.48
07/13/2021,8622.18,8626.54,8678.26,8593.19
07/12/2021,8637.37,8667.79,8680.27,8598.22
07/09/2021,8628.16,8520.08,8637.40,8483.36
07/08/2021,8525.18,8443.93,8554.77,8409.75
07/07/2021,8612.67,8742.18,8742.25,8581.49
07/06/2021,8675.65,8693.32,8715.08,8591.96
07/02/2021,8675.76,8664.50,8684.94,8644.21
07/01/2021,8607.37,8651.65,8673.19,8571.30
06/30/2021,8681.21,8713.91,8717.34,8659.17
06/29/2021,8721.40,8649.35,8724.42,8619.77
06/28/2021,8657.39,8569.24,8667.75,8568.77
06/25/2021,8508.85,8536.72,8551.05,8496.27
06/24/2021,8510.61,8468.55,8540.09,8468.45
06/23/2021,8398.18,8396.94,8440.57,8386.32
06/22/2021,8393.89,8325.84,8397.76,8314.08
06/21/2021,8307.34,8263.25,8319.91,8201.38
06/18/2021,8268.33,8322.16,8347.94,8241.10
06/17/2021,8341.21,8186.25,8379.15,8186.20
06/16/2021,8221.57,8277.29,8316.30,8131.46
06/15/2021,8261.02,8317.70,8338.01,8245.26
06/14/2021,8334.38,8251.53,8334.79,8223.71
06/11/2021,8240.84,8189.85,8241.46,8180.76
06/10/2021,8190.75,8076.74,8194.04,8065.78
06/09/2021,8069.16,8126.96,8140.18,8068.07
06/08/2021,8092.63,8171.54,8191.51,8051.63
06/07/2021,8101.67,8084.58,8110.69,8063.41
06/04/2021,8110.87,7990.98,8121.11,7989.03
06/03/2021,7908.54,7956.38,7975.82,7877.79
06/02/2021,8046.71,8018.68,8088.78,8014.12
06/01/2021,8025.76,8108.59,8146.26,7983.38
05/28/2021,8064.85,8068.70,8120.12,8052.10
05/27/2021,8019.88,8004.83,8057.62,7965.92
05/26/2021,8053.78,8052.04,8090.75,8018.44
05/25/2021,8033.21,8047.30,8078.94,8008.66
05/24/2021,8000.27,7924.40,8032.16,7917.23
05/21/2021,7850.01,7940.12,7941.52,7841.99
05/20/2021,7890.68,7745.92,7910.05,7745.28
05/19/2021,7690.00,7440.26,7694.86,7437.51
05/18/2021,7596.87,7695.61,7725.89,7593.62
05/17/2021,7644.71,7639.01,7652.15,7551.67
05/14/2021,7644.71,7597.86,7742.45,7546.04
05/13/2021,7503.00,7569.89,7618.22,7434.03
05/12/2021,7468.71,7560.48,7622.13,7447.41
05/11/2021,7718.93,7455.49,7745.27,7446.44
05/10/2021,7665.50,7871.06,7873.30,7664.87
05/07/2021,7939.98,7951.94,8023.95,7892.78
05/06/2021,7853.19,7804.04,7858.62,7722.34
05/05/2021,7859.23,7952.66,7961.70,7834.13
05/04/2021,7863.02,7910.74,7930.56,7745.15
05/03/2021,8022.73,8169.20,8170.30,8006.46
04/30/2021,8121.36,8174.66,8249.18,8110.95
04/29/2021,8286.60,8344.83,8346.96,8188.47
04/28/2021,8264.76,8311.04,8317.81,8258.65
04/27/2021,8321.07,8382.48,8382.60,8281.51
04/26/2021,8374.23,8269.17,8376.78,8255.50
04/23/2021,8259.33,8156.56,8281.24,8155.54
04/22/2021,8109.85,8209.56,8245.09,8081.27
04/21/2021,8213.29,8074.61,8215.01,8057.20
04/20/2021,8075.93,8136.51,8168.89,8034.08
04/19/2021,8164.64,8277.30,8320.50,8107.06
04/16/2021,8323.42,8363.83,8366.21,8297.96
04/15/2021,8377.70,8317.75,8385.59,8288.43
04/14/2021,8224.83,8330.04,8363.33,8208.58
04/13/2021,8328.01,8297.52,8342.12,8255.85
04/12/2021,8251.49,8254.37,8275.92,8212.06
04/09/2021,8304.74,8247.79,8309.62,8220.18
04/08/2021,8298.55,8270.16,8301.12,8235.06
04/07/2021,8173.75,8179.95,8205.63,8135.02
04/06/2021,8193.04,8209.76,8272.66,8156.89
04/05/2021,8245.20,8174.31,8256.52,8143.11
04/01/2021,8103.53,8012.23,8106.86,8002.37
03/31/2021,7866.84,7756.62,7923.14,7754.58
03/30/2021,7685.36,7668.97,7707.47,7602.55
03/29/2021,7724.81,7771.36,7791.16,7650.93
03/26/2021,7810.72,7546.87,7818.45,7538.76
03/25/2021,7547.22,7485.51,7586.41,7429.42
03/24/2021,7594.74,7809.28,7816.32,7592.30
03/23/2021,7734.92,7865.65,7867.11,7717.39
03/22/2021,7838.44,7769.91,7900.46,7762.20
03/19/2021,7681.99,7611.11,7745.33,7544.21
03/18/2021,7604.51,7766.28,7792.93,7598.79
03/17/2021,7906.74,7746.79,7959.74,7689.50
03/16/2021,7852.58,7864.62,7965.98,7808.52
03/15/2021,7803.38,7674.30,7806.76,7652.24
03/12/2021,7661.00,7629.20,7676.08,7554.19
03/11/2021,7780.59,7684.82,7820.20,7673.04
03/10/2021,7493.44,7694.91,7704.01,7484.63
03/09/2021,7592.37,7458.61,7635.23,7434.37
03/08/2021,7197.59,7499.14,7549.53,7189.71
03/05/2021,7541.21,7518.18,7555.53,7176.66
03/04/2021,7395.34,7589.59,7673.72,7297.57
03/03/2021,7660.28,7930.70,7956.43,7648.30
03/02/2021,7949.29,8187.35,8187.35,7944.70
03/01/2021,8155.87,8033.57,8161.74,7978.46
02/26/2021,7888.03,7884.14,7976.60,7739.23
02/25/2021,7795.56,8106.30,8167.15,7765.24
02/24/2021,8207.68,7983.30,8212.04,7895.12
02/23/2021,8059.79,7939.39,8101.18,7759.63
02/22/2021,8119.67,8285.71,8331.65,8103.25
02/19/2021,8408.88,8358.68,8447.54,8330.33
02/18/2021,8274.12,8241.98,8302.17,8160.15
02/17/2021,8349.34,8370.47,8403.47,8245.49
02/16/2021,8480.86,8531.52,8574.84,8442.34
02/12/2021,8470.05,8366.29,8473.86,8312.41
02/11/2021,8384.10,8274.96,8386.85,8260.44
02/10/2021,8201.92,8243.79,8273.07,8108.15
02/09/2021,8155.95,8115.32,8175.86,8088.90
02/08/2021,8121.09,8051.14,8121.84,8042.97
02/05/2021,7988.46,8002.12,8016.30,7963.33
02/04/2021,7970.37,7864.80,7972.90,7845.89
02/03/2021,7854.96,8007.33,8009.34,7854.29
02/02/2021,7994.23,7927.79,8005.39,7895.42
02/01/2021,7832.36,7687.63,7851.66,7657.10
01/29/2021,7576.53,7702.45,7705.69,7517.21
01/28/2021,7702.57,7646.66,7809.41,7633.42
01/27/2021,7548.91,7695.27,7746.28,7507.08
01/26/2021,7876.32,7959.26,7961.78,7868.15
01/25/2021,7953.04,8035.17,8040.11,7795.12
01/22/2021,7945.00,7982.63,8018.88,7935.91
01/21/2021,8007.08,8025.20,8025.20,7943.11
01/20/2021,7974.98,8009.71,8034.58,7965.66
01/19/2021,7918.95,7836.26,7934.30,7816.95
01/15/2021,7729.12,7821.69,7833.64,7691.85
01/14/2021,7831.38,7846.66,7904.53,7824.67
01/13/2021,7774.02,7806.44,7817.99,7734.54
01/12/2021,7776.04,7754.44,7791.80,7697.83
01/11/2021,7723.38,7688.17,7785.45,7662.93
01/08/2021,7751.66,7761.11,7786.30,7658.01
01/07/2021,7670.76,7519.16,7686.90,7519.16
01/06/2021,7427.18,7427.86,7558.07,7394.03
01/05/2021,7544.92,7449.96,7548.38,7447.04
01/04/2021,7463.18,7589.09,7644.40,7375.45
12/31/2020,7541.05,7541.79,7547.99,7497.80
12/30/2020,7529.84,7502.50,7548.62,7490.58
12/29/2020,7458.65,7537.81,7544.83,7423.61
12/28/2020,7495.50,7595.92,7601.33,7489.54
12/24/2020,7523.30,7506.46,7531.82,7483.84
12/23/2020,7488.14,7580.18,7581.48,7485.74
12/22/2020,7563.77,7525.69,7565.53,7484.02
12/21/2020,7515.09,7433.45,7525.09,7379.94
12/18/2020,7526.36,7536.79,7554.28,7481.38
12/17/2020,7517.86,7520.65,7527.19,7477.77
12/16/2020,7468.64,7453.46,7480.31,7429.45
12/15/2020,7427.22,7408.47,7429.41,7371.63
12/14/2020,7327.03,7292.20,7365.36,7291.53
12/11/2020,7258.28,7227.67,7280.98,7182.23
12/10/2020,7275.83,7218.42,7307.75,7190.84
12/09/2020,7271.35,7427.72,7460.54,7234.31
12/08/2020,7443.59,7410.41,7461.68,7379.08
12/07/2020,7411.35,7401.00,7429.92,7383.71
12/04/2020,7394.85,7289.38,7395.18,7288.31
12/03/2020,7251.87,7245.16,7307.12,7242.09
12/02/2020,7274.13,7224.98,7281.06,7207.90
12/01/2020,7254.33,7215.94,7286.15,7175.51
11/30/2020,7170.51,7129.94,7175.68,7033.25
11/27/2020,7122.22,7083.27,7143.25,7080.60
11/25/2020,7034.05,7046.91,7075.57,7006.15
11/24/2020,7028.88,6989.62,7035.20,6922.13
11/23/2020,6961.81,6958.02,6992.73,6892.50
11/20/2020,6927.58,6981.12,7016.38,6924.60
11/19/2020,6977.14,6849.73,6982.26,6842.56
11/18/2020,6881.30,6955.91,6979.09,6879.97
11/17/2020,6958.38,6963.49,6983.95,6920.59
11/16/2020,6995.15,6930.88,7012.24,6918.51
11/13/2020,6915.64,6911.07,6944.48,6867.33
11/12/2020,6830.06,6909.38,6947.79,6805.00
11/11/2020,6894.63,6804.23,6913.32,6800.09
11/10/2020,6714.78,6829.52,6862.28,6680.80
11/09/2020,6901.96,7123.37,7175.83,6897.42
11/06/2020,6996.94,6942.48,7014.40,6886.33
11/05/2020,6945.64,6892.85,6959.89,6882.29
11/04/2020,6740.20,6654.84,6780.79,6598.13
11/03/2020,6473.67,6400.05,6508.13,6385.21
11/02/2020,6346.76,6376.76,6418.63,6280.27
10/30/2020,6320.77,6375.16,6409.03,6270.89
10/29/2020,6437.22,6332.46,6498.65,6332.14
10/28/2020,6307.99,6422.26,6425.27,6304.14
10/27/2020,6531.36,6579.19,6584.94,6517.26
10/26/2020,6524.52,6589.20,6628.56,6448.04
10/23/2020,6659.53,6645.32,6659.76,6593.24
10/22/2020,6652.92,6684.66,6697.27,6566.20
10/21/2020,6680.45,6713.33,6758.83,6666.90
10/20/2020,6697.70,6725.55,6759.29,6685.58
10/19/2020,6687.58,6811.16,6845.07,6669.44
10/16/2020,6772.08,6811.94,6846.94,6770.17
10/15/2020,6785.69,6688.62,6799.99,6688.37
10/14/2020,6817.79,6855.69,6884.00,6777.64
10/13/2020,6843.46,6863.94,6907.94,6826.63
10/12/2020,6850.19,6789.88,6897.49,6765.51
10/09/2020,6709.67,6692.50,6719.08,6673.48
10/08/2020,6604.00,6595.77,6613.11,6571.77
10/07/2020,6545.50,6499.33,6556.42,6485.91
10/06/2020,6419.60,6484.07,6565.56,6400.65
10/05/2020,6491.05,6398.12,6492.33,6397.80
10/02/2020,6341.80,6381.87,6462.83,6325.17
10/01/2020,6513.26,6487.35,6536.79,6465.71
09/30/2020,6401.73,6375.01,6471.38,6366.73
09/29/2020,6394.80,6399.26,6443.71,6386.76
09/28/2020,6395.29,6349.81,6396.48,6307.91
09/25/2020,6267.17,6139.72,6282.55,6094.02
09/24/2020,6146.82,6069.50,6218.96,6069.50
09/23/2020,6119.78,6267.55,6289.19,6101.97
09/22/2020,6258.87,6205.34,6266.04,6127.51
09/21/2020,6163.56,6058.77,6165.31,6009.23
09/18/2020,6158.56,6273.80,6279.22,6073.40
09/17/2020,6241.33,6123.21,6252.71,6123.21
09/16/2020,6291.72,6394.19,6409.27,6288.32
09/15/2020,6363.08,6351.19,6394.50,6336.21
09/14/2020,6285.96,6271.42,6321.79,6243.03
09/11/2020,6172.09,6245.28,6278.78,6100.24
09/10/2020,6191.42,6340.04,6376.34,6159.83
09/09/2020,6294.84,6262.69,6334.87,6190.50
09/08/2020,6150.72,6186.49,6315.09,6145.16
09/04/2020,6435.31,6493.23,6560.17,6234.67
09/03/2020,6543.56,6791.23,6796.53,6490.01
09/02/2020,6915.12,6869.00,6936.26,6803.05
09/01/2020,6781.63,6691.49,6784.13,6676.36
08/31/2020,6651.30,6640.63,6673.99,6613.43
08/28/2020,6658.12,6595.24,6661.98,6593.27
08/27/2020,6557.04,6624.59,6624.59,6515.65
08/26/2020,6611.03,6550.20,6623.74,6528.83
08/25/2020,6515.61,6462.90,6516.15,6447.63
08/24/2020,6458.27,6474.69,6492.34,6419.83
08/21/2020,6408.71,6376.19,6411.64,6355.50
08/20/2020,6400.13,6310.81,6413.12,6308.84
08/19/2020,6358.49,6397.95,6418.73,6347.33
08/18/2020,6384.52,6401.04,6414.91,6355.26
08/17/2020,6372.03,6343.34,6389.01,6341.46
08/14/2020,6304.57,6326.35,6363.52,6287.42
08/13/2020,6332.94,6341.77,6382.21,6309.64
08/12/2020,6360.46,6266.99,6375.37,6264.59
08/11/2020,6224.30,6302.73,6344.10,6211.55
08/10/2020,6310.44,6330.07,6337.15,6222.12
08/07/2020,6330.84,6388.97,6406.93,6266.49
08/06/2020,6415.15,6387.50,6418.74,6348.22
08/05/2020,6424.57,6429.56,6448.20,6396.84
08/04/2020,6434.51,6408.80,6434.91,6363.23
08/03/2020,6379.60,6348.79,6389.19,6337.63
07/31/2020,6300.77,6291.09,6301.42,6188.89
07/30/2020,6271.73,6152.75,6277.58,6133.81
07/29/2020,6202.32,6136.80,6223.58,6132.35
07/28/2020,6087.28,6147.19,6162.86,6084.13
07/27/2020,6178.72,6093.18,6185.06,6086.52
07/24/2020,6056.31,6059.28,6118.98,6012.66
07/23/2020,6160.96,6251.65,6314.64,6127.07
07/22/2020,6270.14,6272.08,6313.51,6234.28
07/21/2020,6251.93,6335.73,6335.73,6230.46
07/20/2020,6300.96,6153.37,6313.43,6131.35
07/17/2020,6146.18,6119.23,6158.62,6084.29
07/16/2020,6097.32,6070.58,6114.82,6033.24
07/15/2020,6136.15,6157.37,6169.65,6058.72
07/14/2020,6122.22,6004.52,6128.67,5934.47
07/13/2020,6063.25,6277.04,6301.38,6055.01
07/10/2020,6204.61,6215.08,6221.86,6134.74
07/09/2020,6212.35,6194.92,6239.20,6101.11
07/08/2020,6145.35,6114.07,6147.59,6064.36
07/07/2020,6065.78,6105.61,6168.17,6060.24
07/06/2020,6124.41,6100.41,6159.84,6092.98
07/02/2020,5997.08,6010.91,6043.36,5988.60
07/01/2020,5948.33,5951.41,5984.32,5914.36
06/30/2020,5960.27,5857.42,5978.66,5854.87
06/29/2020,5834.06,5796.61,5835.81,5714.19
06/26/2020,5787.84,5863.79,5871.44,5747.86
06/25/2020,5864.11,5804.89,5870.42,5733.78
06/24/2020,5808.34,5917.70,5945.87,5775.01
06/23/2020,5942.02,5968.26,6000.71,5933.85
06/22/2020,5922.39,5865.66,5925.16,5839.88
06/19/2020,5872.05,5950.74,5976.27,5840.67
06/18/2020,5888.18,5865.28,5899.39,5848.86
06/17/2020,5878.95,5888.63,5927.86,5861.98
06/16/2020,5857.87,5895.48,5928.82,5775.49
06/15/2020,5729.98,5551.19,5743.55,5528.97
06/12/2020,5662.47,5728.35,5759.22,5552.42
06/11/2020,5577.63,5797.87,5818.95,5577.05
06/10/2020,5937.96,5946.41,5984.22,5916.89
06/09/2020,5915.05,5887.55,5946.58,5878.98
06/08/2020,5934.03,5911.33,5935.70,5855.87
06/05/2020,5915.47,5832.49,5964.61,5821.71
06/04/2020,5760.52,5751.84,5824.92,5720.73
06/03/2020,5783.06,5741.31,5800.32,5734.44
06/02/2020,5675.23,5621.62,5677.26,5570.07
06/01/2020,5610.49,5585.01,5634.69,5572.78
05/29/2020,5619.86,5516.65,5631.15,5481.13
05/28/2020,5499.21,5527.10,5622.05,5486.28
05/27/2020,5547.10,5491.51,5547.80,5364.01
05/26/2020,5493.20,5575.03,5588.80,5486.94
05/22/2020,5453.30,5420.59,5456.99,5375.14
05/21/2020,5432.77,5505.96,5523.36,5415.91
05/20/2020,5513.50,5461.47,5542.91,5460.54
05/19/2020,5370.01,5377.82,5460.66,5369.02
05/18/2020,5366.88,5306.84,5387.23,5297.98
05/15/2020,5193.21,5107.47,5200.97,5101.77
05/14/2020,5225.57,5076.10,5227.43,5009.26
05/13/2020,5124.94,5236.36,5275.00,5055.49
05/12/2020,5236.09,5391.38,5405.45,5234.94
05/11/2020,5366.34,5311.86,5401.22,5308.52
05/08/2020,5355.32,5290.97,5357.87,5263.73
05/07/2020,5245.13,5261.61,5280.34,5223.86
05/06/2020,5186.01,5191.01,5246.25,5162.92
05/05/2020,5140.95,5121.42,5203.28,5117.69
05/04/2020,5048.18,4977.30,5051.94,4953.79
05/01/2020,4999.58,5089.35,5113.78,4979.01
04/30/2020,5234.00,5316.64,5316.64,5222.30
04/29/2020,5338.01,5225.07,5355.34,5209.94
04/28/2020,5125.77,5282.14,5287.96,5122.54
04/27/2020,5198.80,5195.47,5228.79,5179.37
04/24/2020,5134.99,5054.03,5140.18,5008.56
04/23/2020,5035.21,5063.90,5119.00,5026.31
04/22/2020,5079.41,4990.72,5104.50,4975.21
04/21/2020,4856.80,5004.56,5015.74,4834.64
04/20/2020,5076.43,5084.48,5163.60,5075.12
04/17/2020,5156.76,5179.81,5181.43,5095.13
04/16/2020,5086.88,5057.26,5101.79,4998.42
04/15/2020,4992.71,4990.65,5027.39,4940.91
04/14/2020,5095.82,5001.91,5101.82,4997.67
04/13/2020,4892.85,4840.43,4897.41,4807.26
04/09/2020,4872.04,4953.86,4993.33,4836.12
04/08/2020,4905.42,4817.59,4920.74,4767.18
04/07/2020,4757.95,4929.57,4929.74,4752.23
04/06/2020,4783.16,4578.61,4800.69,4548.84
04/03/2020,4378.90,4447.49,4484.88,4337.40
04/02/2020,4459.01,4336.92,4482.24,4336.92
04/01/2020,4378.75,4434.91,4539.87,4341.62
03/31/2020,4606.71,4667.55,4741.03,4579.06
03/30/2020,4687.48,4556.37,4696.50,4534.72
03/27/2020,4502.70,4562.49,4641.59,4495.42
03/26/2020,4726.88,4500.00,4733.67,4500.00
03/25/2020,4441.51,4479.19,4639.44,4370.55
03/24/2020,4478.83,4332.85,4479.13,4314.41
03/23/2020,4091.46,4057.34,4170.28,3946.87
03/20/2020,4030.77,4261.57,4342.41,4025.76
03/19/2020,4178.29,4063.65,4274.91,3969.40
03/18/2020,4072.60,4057.98,4246.61,3905.49
03/17/2020,4373.62,4139.58,4389.62,3980.07
03/16/2020,4043.34,4322.44,4397.20,4033.03
03/13/2020,4660.58,4504.49,4661.12,4241.63
03/12/2020,4229.47,4348.96,4557.06,4226.32
03/11/2020,4694.43,4786.96,4837.29,4633.68
03/10/2020,4928.09,4853.29,4929.05,4675.53
03/09/2020,4690.86,4689.54,4900.20,4684.41
03/06/2020,5086.42,5031.31,5122.84,4958.08
03/05/2020,5197.42,5209.36,5314.81,5158.54
03/04/2020,5367.52,5227.14,5367.71,5180.32
03/03/2020,5138.99,5308.14,5382.94,5093.88
03/02/2020,5314.01,5189.26,5315.59,5082.20
02/28/2020,5135.31,4903.32,5146.43,4903.32
02/27/2020,5077.97,5149.61,5272.98,5075.33
02/26/2020,5325.34,5364.17,5448.71,5296.60
02/25/2020,5320.84,5545.37,5552.15,5299.81
02/24/2020,5481.01,5466.68,5554.14,5458.10
02/21/2020,5723.17,5834.77,5844.11,5696.01
02/20/2020,5872.84,5929.75,5944.99,5791.03
02/19/2020,5954.62,5919.94,5968.60,5919.90
02/18/2020,5867.20,5840.07,5874.64,5835.88
02/14/2020,5907.67,5937.44,5942.53,5878.90
02/13/2020,5909.47,5855.64,5935.31,5855.33
02/12/2020,5915.50,5893.75,5917.40,5882.78
02/11/2020,5847.53,5841.13,5882.30,5826.46
02/10/2020,5798.66,5690.25,5798.99,5690.03
02/07/2020,5721.41,5764.82,5765.26,5717.31
02/06/2020,5803.72,5783.49,5807.27,5749.53
02/05/2020,5761.13,5812.33,5821.29,5723.97
02/04/2020,5712.62,5675.34,5715.39,5651.25
02/03/2020,5564.53,5498.69,5574.82,5498.11
01/31/2020,5473.45,5561.49,5590.46,5455.21
01/30/2020,5621.13,5567.16,5623.28,5535.16
01/29/2020,5617.78,5680.36,5681.08,5617.42
01/28/2020,5673.06,5626.25,5687.63,5605.14
01/27/2020,5580.69,5571.25,5616.72,5565.29
01/24/2020,5742.86,5846.38,5853.47,5709.91
01/23/2020,5799.71,5761.56,5800.71,5734.21
01/22/2020,5752.17,5770.92,5802.26,5744.85
01/21/2020,5733.20,5709.70,5751.30,5709.70
01/17/2020,5736.06,5740.79,5742.36,5703.28
01/16/2020,5723.80,5683.73,5724.17,5679.94
01/15/2020,5643.19,5666.39,5677.37,5625.63
01/14/2020,5669.49,5678.10,5707.37,5652.98
01/13/2020,5681.61,5650.16,5682.03,5640.32
01/10/2020,5622.40,5665.48,5666.14,5611.44
01/09/2020,5640.10,5647.86,5657.20,5598.88
01/08/2020,5595.44,5560.81,5622.37,5551.47
01/07/2020,5558.13,5532.54,5573.66,5511.18
01/06/2020,5500.13,5446.62,5501.52,5441.01
01/03/2020,5512.15,5484.94,5541.02,5481.96
01/02/2020,5577.23,5515.02,5577.55,5513.32
12/31/2019,5457.73,5421.14,5459.26,5418.43
12/30/2019,5441.67,5474.24,5474.24,5407.28
12/27/2019,5480.09,5510.97,5511.48,5466.25
12/26/2019,5492.35,5483.12,5497.59,5475.48
12/24/2019,5471.91,5475.09,5476.22,5456.08
12/23/2019,5468.66,5478.17,5488.26,5463.03
12/20/2019,5460.60,5433.34,5469.27,5433.00
12/19/2019,5422.66,5398.00,5423.20,5388.61
12/18/2019,5380.34,5375.94,5395.30,5368.32
12/17/2019,5368.60,5386.77,5388.70,5355.61
12/16/2019,5363.47,5359.74,5394.28,5359.25
12/13/2019,5303.91,5299.63,5352.81,5286.89
12/12/2019,5303.86,5207.80,5311.05,5203.66
12/11/2019,5216.72,5165.84,5219.43,5164.98
12/10/2019,5149.71,5155.92,5182.71,5141.17
12/09/2019,5140.84,5162.33,5182.87,5139.89
12/06/2019,5166.49,5154.63,5175.05,5149.52
12/05/2019,5104.43,5111.43,5125.47,5089.99
12/04/2019,5095.08,5092.30,5111.69,5084.36
12/03/2019,5050.18,5010.05,5052.16,4990.02
12/02/2019,5103.87,5190.34,5190.53,5092.87
11/29/2019,5187.08,5198.20,5209.07,5185.18
11/27/2019,5222.52,5195.57,5223.14,5191.68
11/26/2019,5178.33,5176.02,5185.29,5158.77
11/25/2019,5177.95,5124.13,5179.16,5124.13
11/22/2019,5093.32,5103.70,5114.65,5067.92
11/21/2019,5083.02,5096.57,5119.19,5065.26
11/20/2019,5121.56,5137.39,5164.37,5085.15
11/19/2019,5159.81,5186.38,5186.47,5134.84
11/18/2019,5162.08,5152.98,5175.65,5133.34
11/15/2019,5167.26,5160.63,5175.81,5150.00
11/14/2019,5118.21,5105.69,5122.90,5088.13
11/13/2019,5129.42,5092.85,5139.66,5092.32
11/12/2019,5127.48,5124.57,5154.54,5108.91
11/11/2019,5107.73,5087.96,5117.30,5076.37
11/08/2019,5125.79,5079.92,5125.80,5064.05
